Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:1tH8YWCxL1rPXJwftgUhNp,"ככה וככה","בגלגול הזה","שלום חנוך",1991-03-01,261040,0,false,0l9aprgeray7lhpnynou763jx,2020-04-29T06:39:43Z,"מזרחית","NMC United Entertainment Ltd.",0.684,0.598,4,-11.118,0,0.0274,0.0326,0.000121,0.0484,0.713,123.529,4
spotify:track:0eW8YUzutBJU6UTvqes7x3,"רואים רחוק, רואים שקוף","המיטב","מאיר בנאי",2018-01-14,271440,0,false,0l9aprgeray7lhpnynou763jx,2020-04-29T06:40:02Z,"מזרחית","NMC United Entertainment Ltd.",0.255,0.443,10,-9.747,0,0.0358,0.456,0,0.122,0.183,77.797,3
spotify:track:2K6JIvH3uzjD6mIlgYO1cb,"ככלות הקול והתמונה","דני בסן","דני בסן",1985-01-01,284333,39,false,0l9aprgeray7lhpnynou763jx,2020-04-29T06:40:17Z,"","Helicon Music",0.572,0.592,8,-11.251,1,0.0318,0.291,0.0002,0.0831,0.355,146.483,4
spotify:track:4AdIeOsbSY6MRI2DesouLv,"הצל ואני","פחות אבל כואב","יהודה פוליקר",1990-12-01,254000,0,false,0l9aprgeray7lhpnynou763jx,2020-04-29T06:40:30Z,"מזרחית","NMC United Entertainment Ltd.",0.623,0.559,6,-11.701,0,0.0293,0.117,0.000568,0.199,0.807,133.296,4
spotify:track:7DkaE4o28lPoQJhTQfGSHY,"אהבתיה","אהבתיהם","שלמה ארצי",2000-04-09,241866,0,false,0l9aprgeray7lhpnynou763jx,2020-04-29T06:40:43Z,"מזרחית","Hed Arzi Ltd",0.866,0.395,4,-11.419,0,0.0503,0.366,0.000015,0.115,0.572,106.151,4
spotify:track:12PWNcUvXgbg3er6MmPgwr,"השיר שיביא לך אהבה","השירים שיביאו לכם אהבה - מבחר","גלי עטרי",2001-01-17,252480,0,false,0l9aprgeray7lhpnynou763jx,2020-04-29T06:41:09Z,"מזרחית","NMC United Entertainment Ltd.",0.583,0.789,9,-6.982,1,0.0365,0.221,0,0.0906,0.54,95.124,4
spotify:track:61Ozkao9beGZYBHsHEHcYe,"שיר אהבה בדואי","שיחות סלון","דויד ברוזה;יהונתן גפן",2019-05-29,221988,40,false,0l9aprgeray7lhpnynou763jx,2020-04-29T06:41:32Z,"מזרחית,Anti-folk","Unicell",0.529,0.492,0,-13.835,0,0.0422,0.762,0.0000572,0.29,0.628,78.375,4
spotify:track:2XnkR1fT4eM8iHKEmaJF1U,"יותר טוב כלום מכמעט","יותר טוב כלום מכמעט","עברי לידר",1999-01-01,214293,30,false,0l9aprgeray7lhpnynou763jx,2020-04-29T06:42:07Z,"מזרחית","Helicon Music",0.42,0.643,5,-7.398,1,0.0275,0.0328,0.0361,0.201,0.561,82.738,4
spotify:track:26MUmx3xqRz4fCTN2jBJWg,"יקירתי","אסף אמדורסקי","אסף אמדורסקי",2015-12-23,210373,0,false,0l9aprgeray7lhpnynou763jx,2020-04-29T06:42:49Z,"מזרחית","The Eight Note",0.635,0.314,2,-11.114,1,0.0315,0.0183,0.000906,0.11,0.139,130.171,4
spotify:track:3TUApDL7cGoDiQ80QO47T8,"אהבה","עד הקצה","דנה ברגר",2000-04-02,252373,0,false,0l9aprgeray7lhpnynou763jx,2020-04-29T06:44:08Z,"","NMC United Entertainment Ltd.",0.651,0.57,1,-6.145,0,0.0422,0.105,0.0000105,0.0954,0.284,98.885,4
spotify:track:0UMo7B4w0lZzsQIlj2OIFh,"מכה אפורה","פצעים ונשיקות","מוניקה סקס",1995-02-01,223160,0,false,0l9aprgeray7lhpnynou763jx,2020-04-29T06:44:20Z,"","Hed Arzi Ltd.",0.561,0.67,11,-9.373,0,0.0369,0.0666,0.000144,0.352,0.624,141.784,4
spotify:track:1PjkRn9UTw103jcWhQJEI3,"כולם יודעים","קרוב","אהוד בנאי",1989-09-01,216000,0,false,0l9aprgeray7lhpnynou763jx,2020-04-29T06:45:40Z,"מזרחית","NMC United Entertainment Ltd.",0.691,0.488,5,-12.092,0,0.0302,0.683,0,0.102,0.86,122.939,5
spotify:track:57MnOfC2k8G1wzoSWLzPvn,"בכל פעם שאני מתאהב (בך מחדש)","הלילות שלנו - האוסף","יזהר אשדות",2007-03-07,243560,0,false,0l9aprgeray7lhpnynou763jx,2020-04-29T06:45:54Z,"","NMC United Entertainment Ltd.",0.626,0.834,9,-6.261,1,0.0269,0.00433,0.000146,0.259,0.833,100.012,4
spotify:track:7bmSMVlRLT7NOX2qQHQIDQ,"קשה בלעדיך","קולנוע","שרון ליפשיץ",1985-01-01,240826,0,false,0l9aprgeray7lhpnynou763jx,2020-04-29T06:46:39Z,"","Hed Arzi Ltd.",0.539,0.127,3,-17.553,1,0.0394,0.778,0.0000027,0.0986,0.226,147.316,4
spotify:track:3u5tCnRZ2c72ZEj8myQg1T,"אלה","דפנה ארמוני","דפנה ארמוני",1986-09-01,202000,0,false,0l9aprgeray7lhpnynou763jx,2020-04-29T06:49:06Z,"","NMC United Entertainment Ltd.",0.525,0.0667,8,-15.885,0,0.0352,0.605,0,0.0783,0.111,83.888,4
spotify:track:15UmT9W65ccmBbdjFRRqmE,"דרך הכורכר","אריק סיני","אריק סיני",1980-04-01,268840,0,false,0l9aprgeray7lhpnynou763jx,2020-04-29T06:49:18Z,"מזרחית","NMC United Entertainment Ltd.",0.452,0.614,5,-9.776,1,0.0343,0.0149,0.000252,0.137,0.74,185.688,4
spotify:track:3kIaTTKtidBKbvMbTm46hw,"טרמינל לומינלט","שירי חג ומועד ונופל","מאיר אריאל",1979-03-01,268066,0,false,0l9aprgeray7lhpnynou763jx,2020-04-29T06:49:29Z,"","NMC United Entertainment Ltd.",0.581,0.578,4,-13.492,0,0.0584,0.642,0,0.278,0.829,109.586,4
spotify:track:7pToPOGLh4i2K1qilZInfj,"מיקה","גשם אחרון - השירים היפים של יאיר רוזנבלום","אפרים שמיר",1996-01-09,257573,0,false,0l9aprgeray7lhpnynou763jx,2020-04-29T06:49:50Z,"","Hed Arzi Ltd.",0.532,0.398,4,-9.978,0,0.0248,0.806,0,0.131,0.333,106.809,4
spotify:track:5YCNuoXAzgj2vzXKE0sEkI,"דרך המשי","דרך המשי","יהודית רביץ",1984-08-01,265000,0,false,0l9aprgeray7lhpnynou763jx,2020-04-29T06:50:32Z,"מזרחית","NMC United Entertainment Ltd.",0.747,0.264,11,-14.975,0,0.0287,0.54,0,0.0457,0.245,108.248,4
spotify:track:3ocBsaz2wiPvc4UZ2iZwoK,"זה כל הקסם","אין חלום אחר","נמרוד לב;Orli Perl",1998-01-01,351973,0,false,0l9aprgeray7lhpnynou763jx,2020-04-29T06:50:43Z,"","Hed Arzi Ltd",0.519,0.509,9,-7.595,1,0.0278,0.261,0.000138,0.202,0.119,125.554,4
spotify:track:1wj4SortdOL1UlVaN5xInx,"חצבים פורחים - Original Version","למתחילים, למתקדמים, לאספנים בלבד","תיסלם",2009-06-03,165306,0,false,0l9aprgeray7lhpnynou763jx,2020-04-29T06:55:37Z,"","NMC United Entertainment Ltd.",0.887,0.817,2,-7.597,1,0.0312,0.0684,0.0215,0.107,0.969,129.586,4
spotify:track:2R7mZKsI1n5lnyZiNmjs73,"נשל הנחש","ירוקות","מאיר אריאל",1988-03-01,427440,0,false,0l9aprgeray7lhpnynou763jx,2020-04-29T06:55:49Z,"","NMC United Entertainment Ltd.",0.576,0.328,6,-14.515,0,0.0376,0.305,0.00000507,0.147,0.246,77.878,4
spotify:track:3m07U0RlTRONkweZbYrosm,"מליארד טועים","זה רק אור הירח","אביב גפן",1992-05-28,182826,0,false,0l9aprgeray7lhpnynou763jx,2020-04-29T06:56:06Z,"מזרחית","NMC United Entertainment Ltd.",0.431,0.351,7,-14.336,1,0.0272,0.158,0.00000307,0.0726,0.315,166.934,4
spotify:track:3A9i4I8dU8VCuZsYXrT2Dg,"סיבה טובה","צל כבד","אריק סיני",1981-07-01,253413,0,false,0l9aprgeray7lhpnynou763jx,2020-04-29T06:56:15Z,"מזרחית","NMC United Entertainment Ltd.",0.494,0.799,0,-10.576,1,0.0316,0.00911,0.419,0.243,0.567,125.291,4
spotify:track:65Hhxo62bbNbEAtZPCzo0n,"בגילגול הזה","בגלגול הזה","שלום חנוך",1991-03-01,277520,0,false,0l9aprgeray7lhpnynou763jx,2020-04-29T06:57:13Z,"מזרחית","NMC United Entertainment Ltd.",0.715,0.787,9,-5.774,1,0.043,0.207,0.00000141,0.182,0.768,112.129,4
spotify:track:58JqqWVqla8jn4S8EBinrY,"פחות אבל כואב","פחות אבל כואב","יהודה פוליקר",1990-12-01,288826,0,false,0l9aprgeray7lhpnynou763jx,2020-04-29T06:57:24Z,"מזרחית","NMC United Entertainment Ltd.",0.582,0.619,2,-9.97,1,0.0277,0.303,0.000942,0.321,0.426,108.232,4
spotify:track:1u49Oz4PI7M47UMBKEJ1nL,"תגידי","תתארו לכם - אוסף משולש","שלמה ארצי",2013-03-10,231733,0,false,0l9aprgeray7lhpnynou763jx,2020-04-29T06:57:34Z,"מזרחית","Hed Arzi Ltd",0.422,0.268,6,-9.376,0,0.0312,0.94,0.0000217,0.139,0.213,127.687,4
spotify:track:0eJtF4lftSF3QF1cfwzB9f,"בלוז מדרגות הרבנות","המיטב","הכל עובר חביבי",2009-08-01,227933,0,false,0l9aprgeray7lhpnynou763jx,2020-04-29T06:58:51Z,"","Hed Arzi Ltd",0.646,0.793,6,-6.764,1,0.188,0.774,0,0.717,0.682,111.778,4
spotify:track:3HbP7Qyt6SvOXsm0lr7f1K,"יש לי סימפטיה","סימפטיה","נורית גלרון",1982-11-01,248893,0,false,0l9aprgeray7lhpnynou763jx,2020-04-29T06:59:10Z,"מזרחית","NMC United Entertainment Ltd.",0.631,0.303,7,-14.92,0,0.0364,0.386,0,0.244,0.399,115.944,4
spotify:track:0XtUWHM5enaXgdiAsMzvIz,"אוהבת אותך, עוזבת אותך","דפנה ארמוני","דפנה ארמוני",1986-09-01,335000,0,false,0l9aprgeray7lhpnynou763jx,2020-04-29T06:59:41Z,"","NMC United Entertainment Ltd.",0.655,0.464,7,-13.182,1,0.0302,0.143,0,0.0638,0.475,83.879,4
spotify:track:6L2WLxgzYQ7q3W2U9z2nhR,"נגד הרוח","המיטב","שלום חנוך",2006-01-18,344333,0,false,0l9aprgeray7lhpnynou763jx,2020-04-29T06:59:54Z,"מזרחית","NMC United Entertainment Ltd.",0.6,0.504,9,-11.387,1,0.0289,0.34,0.000074,0.161,0.614,105.731,4
spotify:track:7DCm3HPwj2RGpxG9TL6FIn,"האשה שאיתי","האשה שאיתי","דויד ברוזה",1983-02-01,403466,0,false,0l9aprgeray7lhpnynou763jx,2020-04-29T07:01:34Z,"מזרחית,Anti-folk","NMC United Entertainment Ltd.",0.479,0.546,1,-11.724,0,0.0348,0.207,0.0101,0.0855,0.311,83.27,4
spotify:track:3kKiiHpYxgsKidAZMRlITb,"שדות גולדברג","וגלוי עיניים","מאיר אריאל",1984-06-01,230733,0,false,0l9aprgeray7lhpnynou763jx,2020-04-29T07:01:53Z,"","NMC United Entertainment Ltd.",0.667,0.287,0,-13.747,1,0.149,0.492,0.00345,0.115,0.661,126.535,4
spotify:track:0CgiwDmWBRlmD4wYXBsQ5I,"תתארו לכם","שפויים","שלמה ארצי",2007-03-22,227333,0,false,0l9aprgeray7lhpnynou763jx,2020-04-29T07:02:02Z,"מזרחית","Hed Arzi Ltd",0.537,0.636,10,-6.384,1,0.0331,0.774,0,0.156,0.55,91.003,4
spotify:track:1K6C5UbbtoYbtPi7DDfl3U,"היא התווכחה איתו שעות","גבירותי ורבותי","משינה",1989-03-01,227253,0,false,0l9aprgeray7lhpnynou763jx,2020-04-29T07:02:12Z,"מזרחית","NMC United Entertainment Ltd.",0.7,0.609,11,-10.789,1,0.0433,0.25,0.000572,0.11,0.665,148.11,4
spotify:track:6PWmeKSslFabP60QFT5Tng,"סיגליות","האשה שאיתי","דויד ברוזה",1983-02-01,323146,0,false,0l9aprgeray7lhpnynou763jx,2020-04-29T07:02:22Z,"מזרחית,Anti-folk","NMC United Entertainment Ltd.",0.572,0.545,1,-10.282,0,0.0316,0.579,0.000014,0.227,0.577,125.699,4
spotify:track:757Ixv2pf2Yzkxg3fhOoTD,"שיר אהובת הספן","ריטה","ריטה",1986-01-01,260800,37,false,0l9aprgeray7lhpnynou763jx,2020-04-29T07:02:44Z,"מזרחית","NaNa Disc",0.188,0.408,5,-13.253,1,0.0346,0.615,0,0.317,0.255,174.594,4
spotify:track:5RzmZTfqjbY3aP6j8wVI3l,"לך איתה","נוער שוליים","נוער שוליים",1987-01-01,334800,0,false,0l9aprgeray7lhpnynou763jx,2020-04-29T07:03:03Z,"","Hed Arzi Ltd.",0.446,0.578,0,-9.819,0,0.0291,0.472,0,0.296,0.474,142.344,4
spotify:track:4ReLp3ZTdymfAI3hyOFTjx,"רואה לך בעיניים","רואה לך בעיניים","אתי אנקרי",1990-11-01,322000,0,false,0l9aprgeray7lhpnynou763jx,2020-04-29T07:03:32Z,"מזרחית","NMC United Entertainment Ltd.",0.543,0.323,9,-13.399,1,0.0266,0.0546,0.00000157,0.136,0.222,138.349,4
spotify:track:4JSmt3wEG9qudwWAlw8mxZ,"שיר כאב","שירי חג ומועד ונופל","מאיר אריאל",1979-03-01,416600,0,false,0l9aprgeray7lhpnynou763jx,2020-04-29T07:03:53Z,"","NMC United Entertainment Ltd.",0.47,0.509,2,-13.209,1,0.0732,0.47,0,0.123,0.199,89.91,4
spotify:track:38SxhOnrD0rHvYmhxj4DRh,"תחזור תחזור","להתראות נעורים שלום אהבה","משינה;יוסי בנאי",1995-01-01,345000,0,false,0l9aprgeray7lhpnynou763jx,2020-04-29T07:04:15Z,"מזרחית","NMC United Entertainment Ltd.",0.516,0.44,6,-10.855,1,0.0267,0.547,0.000186,0.0586,0.143,137.153,4
spotify:track:1kqoUhyY7gDpUMr2X6sN0J,"עברנו את פרעה","עברנו את פרעה","מאיר אריאל",1990-01-01,409413,30,false,0l9aprgeray7lhpnynou763jx,2020-04-29T07:04:32Z,"","NaNa Disc",0.659,0.347,4,-11.073,0,0.0389,0.73,0.000069,0.133,0.511,118.704,4
spotify:track:3wxw4f3SibF6LVCpiTZLZj,"יום יום אני הולך למעונך","המיטב","מתי כספי",2004-11-25,188266,0,false,0l9aprgeray7lhpnynou763jx,2020-04-29T07:04:47Z,"","NMC United Entertainment Ltd.",0.546,0.498,9,-11.331,0,0.0359,0.641,0.0000365,0.101,0.423,199.831,4
spotify:track:640tNg0rPyF4vTFt3fLpB1,"דרכנו","סאברס ים תיכוני","הבורגנים",2000-01-02,280213,0,false,0l9aprgeray7lhpnynou763jx,2020-04-29T07:05:03Z,"מזרחית","NMC United Entertainment Ltd.",0.551,0.325,4,-14.728,1,0.025,0.369,0,0.296,0.469,81.011,4
spotify:track:6F07SOzcYkJcp9OpH9RuxN,"שירו של שפשף","כמה אהבה - האוסף","מאיר בנאי",2002-09-29,230320,0,false,0l9aprgeray7lhpnynou763jx,2020-04-29T07:05:17Z,"מזרחית","NMC United Entertainment Ltd.",0.58,0.745,7,-8.646,0,0.0323,0.00323,0.000209,0.081,0.541,100.716,4
spotify:track:5tJNfjg9FjCrKxdp9AlVAn,"טמבל","רוצה ויהיה","ארקדי דוכין",1989-01-01,217986,0,false,0l9aprgeray7lhpnynou763jx,2020-04-29T07:05:32Z,"מזרחית","NMC United Entertainment Ltd.",0.761,0.567,7,-10.019,0,0.0387,0.676,0.0000188,0.0706,0.581,108.664,4
spotify:track:30iY2bxZDVd3kr9TTpYyll,"שקט","גן עדן עירוני","בלאגן",1992,329978,21,false,0l9aprgeray7lhpnynou763jx,2020-04-29T07:05:55Z,"","Unicell",0.242,0.184,0,-18.342,0,0.0322,0.254,0.00043,0.101,0.407,189.673,4
spotify:track:1UqARS50UENashmHmp7gmQ,"חלליות","הכל או כלום","ברי סחרוף",1991-08-02,265000,48,false,0l9aprgeray7lhpnynou763jx,2020-04-29T07:06:04Z,"מזרחית","NaNa Disc",0.552,0.64,2,-11.721,0,0.028,0.208,0,0.279,0.545,116.958,4
spotify:track:6dMDTZsHMKHzZHhr6xYx6Q,"הלילות הקסומים","המכשפות מתכסות","המכשפות",1996-03-01,223266,0,false,0l9aprgeray7lhpnynou763jx,2020-04-29T07:06:15Z,"","NMC United Entertainment Ltd.",0.549,0.57,0,-9.237,1,0.0373,0.508,0.00121,0.106,0.315,124.298,4
spotify:track:3fbZ0Up6ZCqNtVWECIRosI,"על קו הזינוק","שינויים בהרגלי הצריחה","החברים של נטאשה",1991-11-27,239000,45,false,0l9aprgeray7lhpnynou763jx,2020-04-29T07:06:41Z,"מזרחית","NaNa Disc",0.451,0.456,0,-13.692,1,0.027,0.185,0.00164,0.16,0.552,149.154,4
spotify:track:2NQ3MAvucYb5FpAQ9WhQm6,"הכעס","רשת פרפרים","רוקפור",1991-09-01,257839,0,false,0l9aprgeray7lhpnynou763jx,2020-04-29T07:07:20Z,"","NMC United Entertainment Ltd.",0.607,0.588,2,-13.512,1,0.0301,0.0876,0.0000108,0.127,0.576,127.974,4
spotify:track:64ytSB0mJV5vhcZA3yS54Q,"תותים","יללת תן","אתניקס",1992-01-01,244000,42,false,0l9aprgeray7lhpnynou763jx,2020-04-29T07:07:56Z,"מזרחית","Helicon Music",0.642,0.57,7,-13.024,1,0.0293,0.108,0.0000367,0.29,0.69,130.033,4
spotify:track:4FegVARMOcCxc3TULHunKN,"הכוכבים דולקים על אש קטנה","העמותה לחקר התמותה","משינה",1990-07-01,205706,0,false,0l9aprgeray7lhpnynou763jx,2020-04-29T07:08:13Z,"מזרחית","NMC United Entertainment Ltd.",0.529,0.738,9,-7.364,0,0.0276,0.075,0.00403,0.253,0.672,127.596,4
spotify:track:6408zLeurvIOFBhHLL9tCm,"הכוכב של מחוז גוש דן","טיפ טיפה","אהוד בנאי",1998-09-01,179826,0,false,0l9aprgeray7lhpnynou763jx,2020-04-29T07:09:50Z,"מזרחית","NMC United Entertainment Ltd.",0.689,0.749,5,-6.492,1,0.029,0.256,0,0.214,0.922,92.028,4
spotify:track:0b0IpAfEgN3Y0jOBS854Zs,"מה זאת אהבה","מה זאת אהבה","ריקי גל",1988-05-01,322906,0,false,0l9aprgeray7lhpnynou763jx,2020-04-29T07:10:06Z,"","NMC United Entertainment Ltd.",0.478,0.372,2,-8.516,0,0.0272,0.463,0.00000583,0.116,0.228,78.842,4
spotify:track:02f21GW8G0vWyE2LNkMevq,"התחייבות (אני אוהב אותך)","בתום קול הצעקה","Shay Zornitzer",1995-01-01,261453,0,false,0l9aprgeray7lhpnynou763jx,2020-04-29T07:10:39Z,"","NMC United Entertainment Ltd.",0.487,0.13,11,-18.565,0,0.0433,0.928,0,0.111,0.186,84.964,3
spotify:track:4avMHkfO03hfONwfKftyGr,"רומיאו","יהודית תמיר","יהודית תמיר",1991-05-01,279333,0,false,0l9aprgeray7lhpnynou763jx,2020-04-29T07:11:03Z,"","NMC United Entertainment Ltd.",0.536,0.561,11,-9.5,0,0.0292,0.241,0.0000013,0.0799,0.523,151.327,4
spotify:track:7uK7O4MCgt8dOx2gIWpVws,"אמסטרדם","ציירי לך שפם","נוער שוליים",1990-01-01,254000,0,false,0l9aprgeray7lhpnynou763jx,2020-04-29T07:11:17Z,"","Hed Arzi Ltd.",0.682,0.583,9,-12.89,0,0.0337,0.309,0.00243,0.164,0.507,122.02,4
spotify:track:1JgmF52J9JWm0NsIJlHKiK,"תשאירי לי מקום לחבק אותך","מה החזאי מבין","אבטיפוס",1995-01-01,212306,44,false,0l9aprgeray7lhpnynou763jx,2020-04-29T07:11:47Z,"","Helicon Music",0.582,0.567,2,-13.309,1,0.0279,0.0484,0.00000396,0.108,0.613,140.114,4
spotify:track:4YBtAHRn9rYNuMO4lkxpgr,"משהו קטן וטוב","עסקי הרוקנרול- אוסף כפול","משינה",2010-11-01,281373,0,false,0l9aprgeray7lhpnynou763jx,2020-04-29T07:12:06Z,"מזרחית","NMC United Entertainment Ltd.",0.653,0.75,7,-4.924,1,0.0271,0.0837,0.000109,0.0867,0.118,126.019,4
spotify:track:3eJnhgk6eFMi4wFhDVCQJq,"עד העונג הבא","עד העונג הבא","המכשפות",1994-07-01,171666,0,false,0l9aprgeray7lhpnynou763jx,2020-04-29T07:12:17Z,"","NMC United Entertainment Ltd.",0.649,0.559,0,-11.715,1,0.0341,0.00186,0.00237,0.0911,0.336,115.181,4
spotify:track:2KDX0mTkxIhe97QVKEZ51v,"תה עושה סחרחורת","גזוז - 20 הלהיטים","גזוז",2002-01-01,196600,0,false,0l9aprgeray7lhpnynou763jx,2020-04-29T07:12:29Z,"","Hed Arzi Ltd.",0.771,0.334,7,-9.451,0,0.047,0.77,0,0.122,0.389,89.993,4
spotify:track:1E5fBKwn2qRqrCUxnqKzSs,"שביל הבריחה","ריטה","ריטה",1986-01-01,209240,30,false,0l9aprgeray7lhpnynou763jx,2020-04-29T07:12:52Z,"מזרחית","NaNa Disc",0.472,0.528,1,-14.011,1,0.03,0.514,0.00465,0.0669,0.699,88.529,4
spotify:track:4vepqamSvmzif2yqRa3pZl,"שירים פשוטים","המיטב","שלמה גרוניך",2010-01-11,184240,0,false,0l9aprgeray7lhpnynou763jx,2020-04-29T07:13:08Z,"","NMC United Entertainment Ltd.",0.748,0.684,7,-9.499,1,0.0324,0.0706,0.00000551,0.622,0.83,119.767,4
spotify:track:08KE8MsekgQiIxoZbdVLlG,"גידי","קולנוע","שרון ליפשיץ",1985-01-01,276506,0,false,0l9aprgeray7lhpnynou763jx,2020-04-29T07:13:17Z,"","Hed Arzi Ltd.",0.766,0.393,0,-15.29,1,0.0682,0.372,0.00000112,0.0954,0.5,91.142,4
spotify:track:53zYxeOdw40Ej3BGeuNNov,"עוד חוזר הניגון","נגיעות","ברי סחרוף",1998-12-03,228306,47,false,0l9aprgeray7lhpnynou763jx,2020-04-29T07:13:45Z,"מזרחית","NaNa Disc",0.42,0.622,11,-6.834,0,0.0287,0.432,0,0.098,0.307,154.02,4
spotify:track:38RU4bzblbatpWiWeuag1r,"וביניהם","וביניהם","מאיר בנאי",1992-03-01,217973,0,false,0l9aprgeray7lhpnynou763jx,2020-04-29T07:13:57Z,"מזרחית","NMC United Entertainment Ltd.",0.643,0.638,7,-12.32,1,0.0259,0.038,0.000056,0.094,0.955,115.932,4
spotify:track:2Ra3RHxd70yRqVJaelhhjk,"הדפוק הזה","בוקר טוב","ירמי קפלן",1995-09-01,183546,0,false,0l9aprgeray7lhpnynou763jx,2020-04-29T07:14:09Z,"","NMC United Entertainment Ltd.",0.537,0.799,0,-5.296,1,0.0274,0.00357,0,0.0879,0.759,96.012,4
spotify:track:33aQ89S5ucoHGhjgK224Xa,"עכשיו מעונן","עכשיו מעונן","אביב גפן",1993-07-09,182533,0,false,0l9aprgeray7lhpnynou763jx,2020-04-29T07:14:22Z,"מזרחית","NMC United Entertainment Ltd.",0.429,0.202,9,-13.459,0,0.041,0.886,0,0.147,0.194,100.899,4
spotify:track:1MFEgtapEbULd81AlqpcUd,"כל הזמן שבעולם","דודי לוי","דודי לוי;אהוד בנאי",1997-11-01,298946,0,false,0l9aprgeray7lhpnynou763jx,2020-04-29T07:15:01Z,"מזרחית","NMC United Entertainment Ltd.",0.527,0.755,9,-5.993,1,0.0306,0.0202,0,0.313,0.386,129.849,4
spotify:track:3Lom0KJapPcQF7sidKp2tj,"שמלה אדומה","רוק בישראל - אנתולוגיה 1967-2009","מופע הארנבות של ד""ר קספר",2011-02-14,176293,0,false,0l9aprgeray7lhpnynou763jx,2020-04-29T07:15:32Z,"","NMC United Entertainment Ltd",0.522,0.861,6,-6.149,0,0.0621,0.00267,0.0000181,0.261,0.561,126.322,4
spotify:track:6x2qzl3vcvvEETRknMhGxL,"לכבוד הקיץ","גזוז - 20 הלהיטים","גזוז",2002-01-01,254026,0,false,0l9aprgeray7lhpnynou763jx,2020-04-29T07:16:02Z,"","Hed Arzi Ltd.",0.578,0.298,2,-13.33,1,0.0622,0.908,0.0000025,0.122,0.354,78.732,4
spotify:track:0dnBIauSuKOvEXPstvqWof,"אני שוכב לי על הגב","אריאל זילבר","אריאל זילבר",2012-01-01,186000,0,false,0l9aprgeray7lhpnynou763jx,2020-04-29T07:16:29Z,"","The Eight Note",0.657,0.225,5,-16.285,0,0.0348,0.963,0.0314,0.103,0.292,121.092,4
spotify:track:2vWgqm8CTyl81T2SgTNThi,"לגור איתו","דיזנגוף 99 - פס הקול העברי המקורי","ריקי גל",1979-01-01,299506,0,false,0l9aprgeray7lhpnynou763jx,2020-04-29T07:16:43Z,"","NMC United Entertainment Ltd.",0.539,0.704,5,-13.033,0,0.0635,0.0134,0.00000563,0.26,0.884,159.951,4
spotify:track:5Dzo52LubWYcADzSmV7l7d,"דברים שרציתי לומר","פחות אבל כואב","יהודה פוליקר",1990-12-01,240000,0,false,0l9aprgeray7lhpnynou763jx,2020-04-29T07:16:59Z,"מזרחית","NMC United Entertainment Ltd.",0.354,0.352,2,-11.893,0,0.03,0.749,0.00276,0.119,0.135,134.652,4
spotify:track:2Vu3VpBwLofuWf4yslFpq6,"כך ברא אותך הטבע","הלילה","ארז הלוי",1984-03-01,248000,0,false,0l9aprgeray7lhpnynou763jx,2020-04-29T07:17:18Z,"","NMC United Entertainment Ltd.",0.643,0.244,7,-19.329,0,0.0444,0.373,0.0000754,0.112,0.506,143.65,3
spotify:track:5XR3l0Hjqd8hNF41ymFG3n,"הקיץ האחרון","הקיץ האחרון","Shfiut Zmanit",1991,299807,29,false,0l9aprgeray7lhpnynou763jx,2020-04-29T07:17:40Z,"","Unicell",0.598,0.173,0,-18.059,1,0.0296,0.605,0.000443,0.132,0.273,103.572,4
spotify:track:047ErlAliYnSKqeIu6wY5D,"אינך יכולה","החלונות הגבוהים","The High Windows",1967-04-01,160546,0,false,0l9aprgeray7lhpnynou763jx,2020-04-29T07:18:07Z,"","Hed Arzi Ltd",0.551,0.647,2,-6.69,1,0.0375,0.0947,0,0.0964,0.616,138.065,4
spotify:track:5WESvrjEQaqqBBHCbJSJ9a,"שיר המכולת","סיפורי פוגי","כוורת",1973-11-01,225426,0,false,0l9aprgeray7lhpnynou763jx,2020-04-29T07:18:18Z,"מזרחית","Hed Arzi Ltd",0.531,0.763,4,-9.581,0,0.0375,0.254,0,0.137,0.83,93.507,4
spotify:track:56j1uhqQIRqAebtzc8Nd2X,"מה שיותר עמוק יותר כחול","סוף עונת התפוזים (מהדורת סימני דרך)","תמוז",1976-01-01,525480,0,false,0l9aprgeray7lhpnynou763jx,2020-04-29T07:18:34Z,"","NMC United Entertainment Ltd.",0.336,0.759,2,-8.831,1,0.0735,0.073,0.00358,0.334,0.255,131.516,4
spotify:track:6d8ThEmHddJ1tMK16r0kzI,"אמצע ספטמבר","אמצע ספטמבר","גלי עטרי",1986-03-01,245000,0,false,0l9aprgeray7lhpnynou763jx,2020-04-29T07:18:54Z,"מזרחית","NMC United Entertainment Ltd.",0.545,0.251,2,-17.636,0,0.0292,0.194,0.0000271,0.132,0.356,107.322,4
spotify:track:6M8thXrWRFHud6AxVH2tvq,"צוותא","דרכים","שלמה ארצי",1979-09-01,339226,0,false,0l9aprgeray7lhpnynou763jx,2020-04-29T07:19:06Z,"מזרחית","Hed Arzi Ltd",0.546,0.766,5,-7.88,1,0.0388,0.292,0.0000175,0.239,0.932,167.769,4
