Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:3knXGCAaGa7evVYfinGcWF,"היום","ענה לי","אהוד בנאי",2004-01-18,235586,0,false,0l9aprgeray7lhpnynou763jx,2020-04-30T12:18:42Z,"מזרחית","NMC United Entertainment Ltd.",0.633,0.562,7,-7.707,0,0.0265,0.325,0.000158,0.126,0.383,100.905,4
spotify:track:0C6BM7xReDa3Uz1kmImsAE,"אור הירח","זה רק אור הירח","אביב גפן",1992-05-28,226160,0,false,0l9aprgeray7lhpnynou763jx,2020-04-30T12:19:06Z,"מזרחית","NMC United Entertainment Ltd.",0.305,0.597,9,-9.055,1,0.0307,0.0739,0.000129,0.098,0.415,150.558,4
spotify:track:4Po8j2Fgcl1DibtT426jzP,"ככה היא באמצע","צפוף באוזן","כוורת",1975-01-01,287000,0,false,0l9aprgeray7lhpnynou763jx,2020-04-30T12:20:41Z,"מזרחית","Hed Arzi Ltd",0.642,0.657,7,-10.31,1,0.0368,0.388,0.0000114,0.349,0.818,129.128,4
spotify:track:6la9BeVp4WHDBfmBhEcx9q,"מי מפחד מגברת לוין","השלושרים","השלושרים",1969-08-01,267986,0,false,0l9aprgeray7lhpnynou763jx,2020-04-30T12:23:23Z,"","Hed Arzi Ltd.",0.583,0.63,7,-7.557,1,0.0395,0.612,0,0.333,0.839,119.936,4
spotify:track:2LL7pUFMMYCswsi6ulwBPn,"ממריאה ברוח","ממריאה ברוח","גלי עטרי",1984-04-01,244000,0,false,0l9aprgeray7lhpnynou763jx,2020-04-30T12:24:37Z,"מזרחית","NMC United Entertainment Ltd.",0.795,0.657,1,-12.762,1,0.0638,0.0467,0.000951,0.047,0.963,112.611,4
spotify:track:3DwZEwNTAjrLCU0Avii7tM,"ערב עירוני","יוסי בנאי","יוסי בנאי",1987-11-01,353573,0,false,0l9aprgeray7lhpnynou763jx,2020-04-30T12:26:15Z,"","NMC United Entertainment Ltd.",0.519,0.592,1,-6.297,1,0.0402,0.379,0,0.0838,0.303,167.594,4
spotify:track:1vgT99ZVku4fUjaGhISM2D,"גלגל ענק","להיטי הזהב","חלב ודבש;גלי עטרי",1995,198866,26,false,0l9aprgeray7lhpnynou763jx,2020-04-30T12:26:20Z,"מזרחית","Unicell",0.374,0.662,1,-9.521,0,0.0384,0.431,0,0.181,0.565,131.336,4
spotify:track:5lNBQkE30wlmXkj0gqe8UY,"עברית קשה שפה","נישואין נוסח גירושין","יוסי בנאי",1973-01-01,361680,0,false,0l9aprgeray7lhpnynou763jx,2020-04-30T12:26:42Z,"","Hed Arzi Ltd.",0.4,0.602,7,-11.758,1,0.0724,0.65,0.0000382,0.118,0.483,122.017,4
spotify:track:2vsxFXroyIylUYnNzw6hfO,"אבסורד","שניים","שלמה ארצי",1996-02-25,241426,0,false,0l9aprgeray7lhpnynou763jx,2020-04-30T12:27:54Z,"מזרחית","Hed Arzi Ltd",0.614,0.273,6,-12.216,0,0.028,0.909,0.00000744,0.12,0.0977,138.093,4
spotify:track:3fxM17F5bZGuDFoMAiaYik,"כשבאתי לקחת אותה מהעננים","בציר טוב","אילן וירצברג;Shimon Gelbetz",1982-01-01,157106,0,false,0l9aprgeray7lhpnynou763jx,2020-04-30T12:28:18Z,"","NMC United Entertainment Ltd.",0.491,0.335,4,-10.941,0,0.0325,0.84,0,0.155,0.32,114.269,4
spotify:track:6Gslg9wLkm2J6PEHlVj2bX,"אמצע ספטמבר","האוסף","אסתר שמיר",1999-01-01,162333,0,false,0l9aprgeray7lhpnynou763jx,2020-04-30T12:28:45Z,"","Hed Arzi Ltd.",0.354,0.21,8,-12.91,0,0.0321,0.865,0.00000148,0.098,0.241,109.056,4
spotify:track:4bMcAn5SJtmyKbs0XRiKkH,"ערב קיץ ויונים","צוות הווי פיקוד מרכז-עם רוחמה","רוחמה רז;צוות הווי פיקוד המרכז",1976-01-01,234160,0,false,0l9aprgeray7lhpnynou763jx,2020-04-30T12:30:09Z,"","NMC United Entertainment Ltd.",0.695,0.695,1,-6.546,1,0.0328,0.661,0.00000223,0.238,0.925,132.09,4
spotify:track:0pabbrV6EWXlYR1KbDJe9F,"לא ידעתי שתלכי ממני","מתי כספי (1976)","מתי כספי",1976-10-01,343880,0,false,0l9aprgeray7lhpnynou763jx,2020-04-30T12:32:27Z,"","NMC United Entertainment Ltd.",0.588,0.334,10,-11.616,0,0.0325,0.643,0.00191,0.0744,0.379,173.439,3
